n,q,width,depth,tc,td,h,cnot
7,6,12,267,141,45,48,261
7,6,12,268,141,45,48,262
7,6,14,403,205,65,70,389
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,278,148,48,50,269
7,6,12,277,148,48,50,268
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,14,404,205,65,70,390
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,225,120,40,40,212
7,6,12,268,141,45,48,262
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,14,404,205,65,70,390
7,6,12,278,148,48,50,269
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,540,260,80,90,520
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,550,267,83,92,527
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,414,212,68,72,397
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,12,277,148,48,50,268
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,386,191,59,66,375
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,376,184,56,64,368
8,7,16,567,281,89,96,541
8,7,16,568,281,89,96,542
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,550,267,83,92,527
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,578,288,92,98,549
8,7,16,568,281,89,96,542
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,14,414,212,68,72,397
8,7,16,577,288,92,98,548
8,7,14,404,205,65,70,390
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,540,260,80,90,520
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,578,288,92,98,549
8,7,14,403,205,65,70,389
8,7,14,386,191,59,66,375
8,7,14,403,205,65,70,389
8,7,14,404,205,65,70,390
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,517,268,84,92,508
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,404,205,65,70,390
8,7,14,386,191,59,66,375
8,7,16,568,281,89,96,542
8,7,16,577,288,92,98,548
8,7,16,541,260,80,90,521
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,414,212,68,72,397
8,7,16,550,267,83,92,527
8,7,16,577,288,92,98,548
8,7,16,578,288,92,98,549
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,550,267,83,92,527
8,7,16,577,288,92,98,548
8,7,16,578,288,92,98,549
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,386,191,59,66,375
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,550,267,83,92,527
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,404,205,65,70,390
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,404,205,65,70,390
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,568,281,89,96,542
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,404,205,65,70,390
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,578,288,92,98,549
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,14,386,191,59,66,375
8,7,14,376,184,56,64,368
8,7,14,404,205,65,70,390
8,7,14,413,212,68,72,396
8,7,16,568,281,89,96,542
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,540,260,80,90,520
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,14,404,205,65,70,390
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,414,212,68,72,397
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,14,403,205,65,70,389
8,7,14,414,212,68,72,397
8,7,14,414,212,68,72,397
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,414,212,68,72,397
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,376,184,56,64,368
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,568,281,89,96,542
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,386,191,59,66,375
8,7,14,404,205,65,70,390
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,540,260,80,90,520
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,14,414,212,68,72,397
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,517,268,84,92,508
8,7,16,577,288,92,98,548
8,7,16,550,267,83,92,527
8,7,16,578,288,92,98,549
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,414,212,68,72,397
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,14,413,212,68,72,396
8,7,16,578,288,92,98,549
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,578,288,92,98,549
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,578,288,92,98,549
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,550,267,83,92,527
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,431,217,69,74,413
8,7,16,567,281,89,96,541
8,7,16,578,288,92,98,549
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,540,260,80,90,520
8,7,16,567,281,89,96,541
8,7,16,568,281,89,96,542
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,432,217,69,74,414
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,578,288,92,98,549
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,386,191,59,66,375
8,7,14,403,205,65,70,389
8,7,14,376,184,56,64,368
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,14,404,205,65,70,390
8,7,14,387,191,59,66,376
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,414,212,68,72,397
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,568,281,89,96,542
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,540,260,80,90,520
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,386,191,59,66,375
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,568,281,89,96,542
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,414,212,68,72,397
8,7,16,550,267,83,92,527
8,7,16,567,281,89,96,541
8,7,16,550,267,83,92,527
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,414,212,68,72,397
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,550,267,83,92,527
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,14,386,191,59,66,375
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,14,404,205,65,70,390
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,540,260,80,90,520
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,16,568,281,89,96,542
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,414,212,68,72,397
8,7,14,376,184,56,64,368
8,7,14,414,212,68,72,397
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,578,288,92,98,549
8,7,14,403,205,65,70,389
8,7,14,414,212,68,72,397
8,7,14,414,212,68,72,397
8,7,16,567,281,89,96,541
8,7,16,515,253,81,86,485
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,578,288,92,98,549
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,404,205,65,70,390
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,578,288,92,98,549
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,404,205,65,70,390
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,540,260,80,90,520
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,16,540,260,80,90,520
8,7,14,404,205,65,70,390
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,386,191,59,66,375
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,414,212,68,72,397
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,414,212,68,72,397
8,7,14,386,191,59,66,375
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,404,205,65,70,390
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,568,281,89,96,542
8,7,16,578,288,92,98,549
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,414,212,68,72,397
8,7,16,568,281,89,96,542
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,404,205,65,70,390
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,414,212,68,72,397
8,7,14,386,191,59,66,375
8,7,14,404,205,65,70,390
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,414,212,68,72,397
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,578,288,92,98,549
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,16,550,267,83,92,527
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,578,288,92,98,549
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,540,260,80,90,520
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,568,281,89,96,542
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,568,281,89,96,542
8,7,16,578,288,92,98,549
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,14,403,205,65,70,389
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,578,288,92,98,549
8,7,16,568,281,89,96,542
8,7,14,413,212,68,72,396
8,7,14,404,205,65,70,390
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,14,386,191,59,66,375
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,568,281,89,96,542
8,7,16,567,281,89,96,541
8,7,14,403,205,65,70,389
8,7,16,577,288,92,98,548
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,14,386,191,59,66,375
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,550,267,83,92,527
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,14,413,212,68,72,396
8,7,16,550,267,83,92,527
8,7,16,567,281,89,96,541
8,7,14,376,184,56,64,368
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,14,413,212,68,72,396
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,568,281,89,96,542
8,7,16,567,281,89,96,541
8,7,16,577,288,92,98,548
8,7,16,567,281,89,96,541
8,7,16,578,288,92,98,549
8,7,14,413,212,68,72,396
8,7,14,403,205,65,70,389
8,7,14,403,205,65,70,389
8,7,16,567,281,89,96,541
8,7,16,550,267,83,92,527
